_id,Arrest_Year,Arrest_Month,EventID,ArrestID,PersonID,Perceived_Race,Sex,Age_group__at_arrest_,Youth_at_arrest__under_18_years,ArrestLocDiv,StripSearch,Booked,Occurrence_Category,Actions_at_arrest___Concealed_i,Actions_at_arrest___Combative__,Actions_at_arrest___Resisted__d,Actions_at_arrest___Mental_inst,Actions_at_arrest___Assaulted_o,Actions_at_arrest___Cooperative,SearchReason_CauseInjury,SearchReason_AssistEscape,SearchReason_PossessWeapons,SearchReason_PossessEvidence,ItemsFound,ObjectId
149,2021,Apr-June,1045276,6007309.0,309130,White,M,Aged 25 to 34 years,Not a youth,XX,,,Other Offence,,,,,,,None,None,None,None,None,149
150,2020,July-Sept,1018222,6029057.0,300675,White,M,Aged 25 to 34 years,Not a youth,XX,,,Mischief & Fraud,,,,,,,None,None,None,None,None,150
151,2021,July-Sept,1009189,6038206.0,311081,White,M,Aged 25 to 34 years,Not a youth,XX,,,Robbery/Theft,,,,,,,None,None,None,None,None,151
152,2021,Apr-June,1029902,6029328.0,316419,South Asian,F,Aged 25 to 34 years,Not a youth,XX,,1.0,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,152
153,2021,July-Sept,1019996,6034572.0,316419,East/Southeast Asian,F,Aged 25 to 34 years,Not a youth,XX,,,Mental Health,,,1.0,1.0,,,None,None,None,None,None,153
154,2021,July-Sept,1007166,6037142.0,316419,East/Southeast Asian,F,Aged 25 to 34 years,Not a youth,51,,1.0,FTA/FTC/Compliance Check/Parollee,,,,,,1.0,None,None,None,None,None,154
155,2021,July-Sept,1054636,6017577.0,316419,East/Southeast Asian,F,Aged 25 to 34 years,Not a youth,XX,,,Warrant,,,,,,,None,None,None,None,None,155
156,2021,July-Sept,1053492,6064727.0,316419,Middle-Eastern,F,Aged 25 to 34 years,Not a youth,51,,1.0,FTA/FTC/Compliance Check/Parollee,,,,1.0,,,None,None,None,None,None,156
157,2021,July-Sept,1022647,6011806.0,316419,Middle-Eastern,F,Aged 25 to 34 years,Not a youth,51,,1.0,Assault,,,,,,,None,None,None,None,None,157
158,2021,July-Sept,1039415,6031914.0,316419,South Asian,F,Aged 25 to 34 years,Not a youth,51,1.0,1.0,Mischief,,1.0,,1.0,,,0,0,1,0,0,158
159,2021,Oct-Dec,1044414,6021105.0,316419,South Asian,F,Aged 25 to 34 years,Not a youth,XX,,,Assault,,,,,,,None,None,None,None,None,159
160,2021,Oct-Dec,1030455,6028593.0,316419,Latino,F,Aged 25 to 34 years,Not a youth,51,,1.0,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,160
161,2021,Oct-Dec,1016422,6029996.0,316419,Latino,F,Aged 25 to 34 years,Not a youth,XX,,,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,161
162,2021,Oct-Dec,1030256,6022822.0,316419,South Asian,F,Aged 25 to 34 years,Not a youth,XX,,,Warrant,,,,,,,None,None,None,None,None,162
163,2021,Oct-Dec,1059006,6047898.0,316419,South Asian,F,Aged 25 to 34 years,Not a youth,XX,,,Warrant,,,,,,1.0,None,None,None,None,None,163
164,2021,Oct-Dec,1010474,6000516.0,316419,South Asian,F,Aged 25 to 34 years,Not a youth,51,,1.0,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,164
165,2021,Oct-Dec,1007848,6030051.0,316419,South Asian,F,Aged 25 to 34 years,Not a youth,XX,,,Warrant,,,,,,,None,None,None,None,None,165
166,2020,Apr-June,1057265,6017229.0,303808,Black,M,Aged 35 to 44 years,Not a youth,53,,1.0,Vehicle Related (inc. Impaired),,,,,,1.0,None,None,None,None,None,166
167,2021,Oct-Dec,1027240,6037228.0,311373,White,M,Aged 35 to 44 years,Not a youth,XX,,,Robbery/Theft,,,,,,,None,None,None,None,None,167
168,2021,July-Sept,1036445,6058924.0,317015,Unknown or Legacy,M,Aged 55 to 64 years,Not a youth,XX,,,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,168
169,2020,July-Sept,1025558,6000343.0,301611,South Asian,M,Aged 18 to 24 years,Not a youth,43,1.0,1.0,Assault & Other crimes against persons,,,,,,,1,1,1,1,0,169
170,2020,Oct-Dec,1008053,6031115.0,302929,Black,M,Aged 25 to 34 years,Not a youth,XX,,1.0,Weapons & Homicide,,,,,,,None,None,None,None,None,170
171,2020,Jan-Mar,1044112,6037903.0,329647,White,M,Aged 18 to 24 years,Not a youth,XX,,,Harassment & Threatening,,,,,,,None,None,None,None,None,171
172,2020,July-Sept,1025965,6028746.0,329647,White,M,Aged 18 to 24 years,Not a youth,XX,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,172
173,2020,July-Sept,1011704,6014115.0,307666,Black,M,Aged 18 to 24 years,Not a youth,41,,1.0,Mischief & Fraud,,,,,,1.0,None,None,None,None,None,173
174,2020,July-Sept,1022032,6026317.0,307666,Black,M,Aged 18 to 24 years,Not a youth,41,,1.0,"FTA/FTC, Compliance Check & Parollee",,,,,,1.0,None,None,None,None,None,174
175,2021,Apr-June,1038133,6059880.0,307666,Black,M,Aged 25 to 34 years,Not a youth,XX,,,FTA/FTC/Compliance Check/Parollee,,,,,,1.0,None,None,None,None,None,175
176,2021,July-Sept,1042036,6053134.0,307666,Black,M,Aged 25 to 34 years,Not a youth,31,,1.0,Police Category - Administrative,,,,,,1.0,None,None,None,None,None,176
177,2020,Jan-Mar,1044059,6027450.0,319372,Black,M,Aged 18 to 24 years,Not a youth,12,,,Assault & Other crimes against persons,,,,,,1.0,None,None,None,None,None,177
178,2020,Oct-Dec,1039951,6021633.0,319372,Black,M,Aged 18 to 24 years,Not a youth,12,,1.0,"FTA/FTC, Compliance Check & Parollee",,,,,,,None,None,None,None,None,178
179,2021,July-Sept,1001168,6015212.0,319372,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Sexual Related Crime,,,,,,1.0,None,None,None,None,None,179
180,2021,Apr-June,1039473,6014146.0,323533,Unknown or Legacy,M,Aged 25 to 34 years,Not a youth,51,,1.0,Assault,,,,,,1.0,None,None,None,None,None,180
181,2021,Jan-Mar,1015160,6010774.0,326023,White,M,Aged 25 to 34 years,Not a youth,51,,1.0,Other Offence,,,,,,,None,None,None,None,None,181
182,2021,Apr-June,1053837,6063093.0,326023,White,M,Aged 25 to 34 years,Not a youth,XX,,,Assault,,,,,,,None,None,None,None,None,182
183,2021,July-Sept,1003465,6029257.0,326023,White,M,Aged 25 to 34 years,Not a youth,XX,,,Other Statute,,,1.0,,,,None,None,None,None,None,183
184,2021,July-Sept,1048355,6003743.0,320837,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Assault,,,,,,1.0,None,None,None,None,None,184
185,2020,July-Sept,1020904,6014412.0,321403,Black,M,Aged 25 to 34 years,Not a youth,12,1.0,1.0,Assault & Other crimes against persons,,,,,,1.0,0,0,1,0,0,185
186,2020,Apr-June,1040158,6006019.0,319050,White,M,Aged 55 to 64 years,Not a youth,XX,,,Harassment & Threatening,,,,,,,None,None,None,None,None,186
187,2020,July-Sept,1028419,6000407.0,302738,White,M,Aged 25 to 34 years,Not a youth,33,1.0,1.0,Warrant,,,,,,,1,1,1,0,0,187
188,2020,Oct-Dec,1034390,6048285.0,302738,White,M,Aged 25 to 34 years,Not a youth,XX,,,Robbery & Theft,,,,,,1.0,None,None,None,None,None,188
189,2020,Oct-Dec,1051543,6058169.0,302738,White,M,Aged 25 to 34 years,Not a youth,33,,1.0,Other Offence,,,,,,1.0,None,None,None,None,None,189
190,2021,July-Sept,1011223,6017226.0,302738,White,M,Aged 25 to 34 years,Not a youth,42,,1.0,Police Category - Administrative,,,,,,1.0,None,None,None,None,None,190
191,2020,Jan-Mar,1031569,6061705.0,304718,Black,F,Aged 18 to 24 years,Not a youth,XX,,,Robbery & Theft,,,,,,1.0,None,None,None,None,None,191
192,2021,Oct-Dec,1055896,6055717.0,335826,Black,M,Aged 45 to 54 years,Not a youth,XX,,,Sexual Related Crime,,,,,,1.0,None,None,None,None,None,192
193,2020,Oct-Dec,1035987,6040299.0,317610,South Asian,M,Aged 35 to 44 years,Not a youth,43,,1.0,Assault & Other crimes against persons,,,,,,1.0,None,None,None,None,None,193
194,2021,July-Sept,1034057,6038668.0,305212,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Vehicle Related,,,,,,1.0,None,None,None,None,None,194
195,2021,Apr-June,1004458,6018168.0,301403,South Asian,M,Aged 25 to 34 years,Not a youth,52,,1.0,Weapons,,,,,,,None,None,None,None,None,195
196,2020,Apr-June,1040913,6028232.0,311081,White,M,Aged 25 to 34 years,Not a youth,55,1.0,1.0,Robbery & Theft,,,,,,,1,1,0,0,0,196
197,2020,Oct-Dec,1045269,6007061.0,311081,White,M,Aged 25 to 34 years,Not a youth,XX,,,Harassment & Threatening,,,,,,1.0,None,None,None,None,None,197
198,2020,Oct-Dec,1050997,6032401.0,311081,White,M,Aged 25 to 34 years,Not a youth,41,,1.0,Warrant,,,,,,1.0,None,None,None,None,None,198
199,2021,Apr-June,1058823,6020751.0,311081,White,M,Aged 25 to 34 years,Not a youth,XX,,,Mischief,,,,,,,None,None,None,None,None,199
200,2021,July-Sept,1059635,6001615.0,311081,Unknown or Legacy,M,Aged 25 to 34 years,Not a youth,XX,,,Police Category - Administrative,,,,,,1.0,None,None,None,None,None,200
201,2021,July-Sept,1000573,6002018.0,311081,White,M,Aged 25 to 34 years,Not a youth,XX,,,Police Category - Administrative,,,,,,1.0,None,None,None,None,None,201
202,2020,Jan-Mar,1006096,6005058.0,316812,White,M,Aged 35 to 44 years,Not a youth,52,1.0,1.0,Assault & Other crimes against persons,,,,,,1.0,0,0,0,0,0,202
203,2020,Apr-June,1029032,6028334.0,316812,White,M,Aged 35 to 44 years,Not a youth,XX,1.0,1.0,Warrant,,,,,,1.0,1,0,1,1,0,203
204,2020,Jan-Mar,1055836,6054373.0,304524,Unknown or Legacy,M,Aged 25 to 34 years,Not a youth,XX,,,Warrant,,,,,,,None,None,None,None,None,204
205,2020,Jan-Mar,1040972,6063927.0,304524,Unknown or Legacy,M,Aged 25 to 34 years,Not a youth,XX,,,Warrant,,,,,,,None,None,None,None,None,205
206,2020,Apr-June,1002881,6034895.0,304524,White,M,Aged 25 to 34 years,Not a youth,41,1.0,1.0,"FTA/FTC, Compliance Check & Parollee",,,,,,,1,0,0,0,0,206
207,2020,Oct-Dec,1027314,6004797.0,304524,White,M,Aged 25 to 34 years,Not a youth,55,,1.0,Warrant,,,,,,1.0,None,None,None,None,None,207
208,2020,Oct-Dec,1003204,6059977.0,304524,White,M,Aged 25 to 34 years,Not a youth,XX,,,Warrant,,,,,,,None,None,None,None,None,208
209,2020,Oct-Dec,1010335,6056406.0,304524,White,M,Aged 25 to 34 years,Not a youth,55,,1.0,Robbery & Theft,,,,,,,None,None,None,None,None,209
210,2021,Apr-June,1032321,6055539.0,304524,White,M,Aged 25 to 34 years,Not a youth,55,,1.0,Police Category - Administrative,,,,,,,None,None,None,None,None,210
211,2021,Oct-Dec,1028518,6028692.0,304524,White,M,Aged 25 to 34 years,Not a youth,XX,,,Police Category - Administrative,,,,,,,None,None,None,None,None,211
212,2020,Jan-Mar,1000344,6008978.0,301962,Black,F,Aged 25 to 34 years,Not a youth,13,,1.0,Assault & Other crimes against persons,,1.0,,,,,None,None,None,None,None,212
213,2020,July-Sept,1019436,6055957.0,301962,Black,F,Aged 25 to 34 years,Not a youth,XX,,,Mischief & Fraud,,,,,,,None,None,None,None,None,213
214,2020,July-Sept,1037849,6043850.0,301962,Black,F,Aged 25 to 34 years,Not a youth,11,,1.0,Other Statute & Other Incident Type,,,,,,,None,None,None,None,None,214
215,2021,Jan-Mar,1023432,6000678.0,316498,Middle-Eastern,M,Aged 55 to 64 years,Not a youth,XX,,,Robbery/Theft,,,,,,1.0,None,None,None,None,None,215
216,2020,Oct-Dec,1038006,6017371.0,301128,Black,M,Aged 25 to 34 years,Not a youth,41,,1.0,Assault & Other crimes against persons,,,1.0,,,,None,None,None,None,None,216
217,2021,July-Sept,1046829,6046356.0,301128,Black,M,Aged 25 to 34 years,Not a youth,XX,,1.0,Impaired,,,,,,1.0,None,None,None,None,None,217
218,2020,Jan-Mar,1052838,6058134.0,318728,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Warrant,,,,,,1.0,None,None,None,None,None,218
219,2021,July-Sept,1058714,6013505.0,332486,White,F,Aged 35 to 44 years,Not a youth,XX,,1.0,Police Category - Administrative,,,,,,1.0,None,None,None,None,None,219
220,2020,Apr-June,1044576,6013543.0,334250,White,M,Aged 18 to 24 years,Not a youth,XX,,1.0,Mischief & Fraud,,,,1.0,,,None,None,None,None,None,220
221,2020,July-Sept,1003159,6061559.0,334250,Middle-Eastern,M,Aged 18 to 24 years,Not a youth,33,1.0,1.0,Assault & Other crimes against persons,,,,,,1.0,1,1,1,1,0,221
222,2021,Jan-Mar,1028378,6014235.0,311389,East/Southeast Asian,M,Aged 25 to 34 years,Not a youth,32,,1.0,Drug Related,,,,,,,None,None,None,None,None,222
223,2021,Apr-June,1030854,6048836.0,311389,East/Southeast Asian,M,Aged 25 to 34 years,Not a youth,32,,,Fraud,,,,,,,None,None,None,None,None,223
224,2020,Oct-Dec,1014716,6012452.0,328848,Indigenous,F,Aged 25 to 34 years,Not a youth,52,,,Assault & Other crimes against persons,,1.0,,,,,None,None,None,None,None,224
225,2020,July-Sept,1035921,6005579.0,335474,White,F,Aged 35 to 44 years,Not a youth,51,1.0,1.0,Assault & Other crimes against persons,,,,,,1.0,1,1,0,0,0,225
226,2021,Apr-June,1004886,6038606.0,335474,White,F,Aged 35 to 44 years,Not a youth,XX,,,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,226
227,2020,Jan-Mar,1025928,6023022.0,333728,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Robbery & Theft,,,,,,,None,None,None,None,None,227
228,2020,Apr-June,1057159,6054708.0,304021,Black,M,Aged 18 to 24 years,Not a youth,51,,,Robbery & Theft,,,,,,,None,None,None,None,None,228
229,2021,July-Sept,1043804,6015970.0,302950,Black,M,Aged 18 to 24 years,Not a youth,52,,1.0,Assault,,,,,,,None,None,None,None,None,229
230,2021,July-Sept,1019322,6045185.0,300741,Indigenous,M,Aged 35 to 44 years,Not a youth,51,,1.0,Robbery/Theft,,,,,,,None,None,None,None,None,230
231,2021,July-Sept,1039741,6012642.0,324435,White,M,Aged 25 to 34 years,Not a youth,XX,,,Mischief,,,,,,,None,None,None,None,None,231
232,2021,July-Sept,1001313,6003460.0,336554,White,M,Aged 25 to 34 years,Not a youth,XX,,,Assault,,,,,,,None,None,None,None,None,232
233,2020,Jan-Mar,1004564,6021392.0,327630,Black,M,Aged 18 to 24 years,Not a youth,XX,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,233
234,2020,Jan-Mar,1020007,6038178.0,327630,Black,M,Aged 18 to 24 years,Not a youth,XX,,,Warrant,,,,,,,None,None,None,None,None,234
235,2021,Apr-June,1024335,6028573.0,317311,Black,M,Aged 18 to 24 years,Not a youth,43,1.0,1.0,Assault,,,,,1.0,,0,0,0,0,1,235
236,2020,Jan-Mar,1049524,6029325.0,300286,Unknown or Legacy,F,Aged 45 to 54 years,Not a youth,XX,,,Robbery & Theft,,,,,,1.0,None,None,None,None,None,236
237,2021,Apr-June,1051711,6013049.0,327088,Black,M,Aged 25 to 34 years,Not a youth,51,,1.0,Robbery/Theft,,,,,,,None,None,None,None,None,237
238,2021,July-Sept,1050657,6005098.0,314524,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Assault,,,,,,,None,None,None,None,None,238
239,2020,Jan-Mar,1057149,6056885.0,334980,Black,M,Aged 25 to 34 years,Not a youth,XX,,1.0,Warrant,,,,,,1.0,None,None,None,None,None,239
240,2021,Jan-Mar,1039896,6050722.0,334980,Black,M,Aged 25 to 34 years,Not a youth,12,,1.0,Police Category - Administrative,,,,,,1.0,None,None,None,None,None,240
241,2021,Jan-Mar,1011543,6009308.0,334980,Black,M,Aged 25 to 34 years,Not a youth,12,,1.0,Harassment/Threatening,,,,,,,None,None,None,None,None,241
242,2020,Jan-Mar,1038102,6050585.0,332167,Black,M,Aged 18 to 24 years,Not a youth,31,1.0,1.0,Robbery & Theft,,,,,,,1,1,0,0,0,242
243,2020,July-Sept,1017340,6017735.0,332167,Black,M,Aged 18 to 24 years,Not a youth,12,,1.0,Vehicle Related (inc. Impaired),,,,,,,None,None,None,None,None,243
244,2021,Apr-June,1047377,6022584.0,322078,White,M,Aged 18 to 24 years,Not a youth,12,,1.0,Sexual Related Crime,,,,,,,None,None,None,None,None,244
245,2020,Jan-Mar,1038050,6018783.0,318509,Black,M,Aged 18 to 24 years,Not a youth,XX,1.0,1.0,Warrant,,,,,,1.0,1,1,1,1,1,245
246,2020,Oct-Dec,1029341,6058857.0,318509,Black,M,Aged 18 to 24 years,Not a youth,XX,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,246
247,2020,Oct-Dec,1000712,6032637.0,318509,Black,M,Aged 18 to 24 years,Not a youth,XX,,,"FTA/FTC, Compliance Check & Parollee",,,,,,,None,None,None,None,None,247
248,2021,July-Sept,1046598,6049363.0,300927,Middle-Eastern,M,Aged 25 to 34 years,Not a youth,31,,1.0,Sexual Related Crime,,,,,,,None,None,None,None,None,248
249,2021,July-Sept,1043863,6018892.0,300927,Middle-Eastern,M,Aged 25 to 34 years,Not a youth,31,,1.0,Sexual Related Crime,,,,,,,None,None,None,None,None,249
250,2021,July-Sept,1028425,6003032.0,300927,Middle-Eastern,M,Aged 25 to 34 years,Not a youth,22,,1.0,Sexual Related Crime,,,,,,1.0,None,None,None,None,None,250
251,2020,July-Sept,1055757,6029889.0,307460,Black,M,Aged 18 to 24 years,Not a youth,XX,,1.0,Robbery & Theft,,,,,,1.0,None,None,None,None,None,251
252,2020,July-Sept,1018967,6005365.0,304819,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,43,,,Sexual Related Crimes & Crimes Against Children,,,,,,,None,None,None,None,None,252
253,2020,Apr-June,1030378,6062389.0,310652,Unknown or Legacy,M,Aged 25 to 34 years,Not a youth,XX,,,Other Statute & Other Incident Type,,,,,,1.0,None,None,None,None,None,253
254,2021,Jan-Mar,1043052,6035151.0,317846,Black,F,Aged 18 to 24 years,Not a youth,22,,1.0,Warrant,,,,,,1.0,None,None,None,None,None,254
255,2020,July-Sept,1059437,6051854.0,312958,White,F,Aged 25 to 34 years,Not a youth,14,1.0,1.0,Assault & Other crimes against persons,,,,,,,1,1,1,1,0,255
256,2020,Oct-Dec,1002208,6011771.0,312958,White,F,Aged 25 to 34 years,Not a youth,14,,1.0,Break & Enter,,,,,,1.0,None,None,None,None,None,256
257,2021,Jan-Mar,1015960,6013260.0,312958,White,F,Aged 25 to 34 years,Not a youth,XX,1.0,1.0,FTA/FTC/Compliance Check/Parollee,,,,,,,0,0,0,1,0,257
258,2021,Jan-Mar,1052044,6034364.0,312958,White,F,Aged 25 to 34 years,Not a youth,11,,1.0,Police Category - Administrative,,,,,,1.0,None,None,None,None,None,258
259,2021,Apr-June,1055001,6058202.0,312958,White,F,Aged 25 to 34 years,Not a youth,14,1.0,1.0,Robbery/Theft,,,,,,1.0,1,0,0,0,0,259
260,2020,July-Sept,1014012,,312958,White,F,Aged 25 to 34 years,Not a youth,XX,1.0,,"FTA/FTC, Compliance Check & Parollee",,,,,,,1,1,1,1,0,260
261,2020,July-Sept,1057371,6024165.0,330386,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Assault & Other crimes against persons,,,,,,1.0,None,None,None,None,None,261
262,2020,Apr-June,1046179,6044560.0,325163,White,M,Aged 25 to 34 years,Not a youth,14,1.0,1.0,Drug Related,,,,,,1.0,1,0,0,1,0,262
263,2020,July-Sept,1028568,6044015.0,325163,White,M,Aged 25 to 34 years,Not a youth,52,1.0,1.0,Weapons & Homicide,,,,,,1.0,0,0,0,0,0,263
264,2021,Jan-Mar,1055276,6007321.0,325163,White,M,Aged 25 to 34 years,Not a youth,41,,1.0,Weapons,,,,,,1.0,None,None,None,None,None,264
265,2021,Jan-Mar,1033052,6063964.0,325163,White,M,Aged 25 to 34 years,Not a youth,14,,1.0,Drug Related,,,,,,,None,None,None,None,None,265
266,2021,Jan-Mar,1018350,6012473.0,325163,White,M,Aged 25 to 34 years,Not a youth,14,,1.0,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,266
267,2021,Apr-June,1036253,6043305.0,325163,White,M,Aged 25 to 34 years,Not a youth,XX,,1.0,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,267
268,2021,Oct-Dec,1012697,6023531.0,320424,East/Southeast Asian,M,Aged 35 to 44 years,Not a youth,32,,1.0,LLA,,,,,,1.0,None,None,None,None,None,268
269,2020,Apr-June,1037094,6017118.0,313214,Black,M,Aged 25 to 34 years,Not a youth,23,,1.0,Warrant,,,,,,1.0,None,None,None,None,None,269
270,2020,July-Sept,1043814,6022682.0,336022,Black,M,Aged 18 to 24 years,Not a youth,33,1.0,1.0,Assault & Other crimes against persons,,,,,,1.0,1,0,0,0,0,270
271,2021,Apr-June,1046873,6026465.0,318107,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Assault,,,,,,1.0,None,None,None,None,None,271
272,2020,July-Sept,1008191,6060895.0,306712,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Other Statute & Other Incident Type,,,,,,,None,None,None,None,None,272
273,2021,Oct-Dec,1054208,6052742.0,306712,Black,M,Aged 25 to 34 years,Not a youth,41,,1.0,Sexual Related Crime,,,,,,1.0,None,None,None,None,None,273
274,2021,Apr-June,1019252,6025827.0,301098,Black,M,Aged 25 to 34 years,Not a youth,14,,1.0,Sexual Related Crime,,,,,,1.0,None,None,None,None,None,274
275,2021,July-Sept,1003311,6007627.0,301098,Black,M,Aged 25 to 34 years,Not a youth,XX,,,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,275
276,2021,Oct-Dec,1004593,6042141.0,314623,White,M,Aged 25 to 34 years,Not a youth,22,,1.0,Impaired,,,,,,,None,None,None,None,None,276
277,2020,Oct-Dec,1053930,6050451.0,335347,East/Southeast Asian,M,Aged 25 to 34 years,Not a youth,42,,1.0,Assault & Other crimes against persons,,,,1.0,,1.0,None,None,None,None,None,277
278,2020,Jan-Mar,1011362,6020558.0,328907,White,M,Aged 25 to 34 years,Not a youth,42,1.0,1.0,"FTA/FTC, Compliance Check & Parollee",,,,,,1.0,1,1,1,0,0,278
279,2020,Apr-June,1014162,6030967.0,328907,White,M,Aged 25 to 34 years,Not a youth,42,1.0,1.0,Sexual Related Crimes & Crimes Against Children,,,,,,1.0,1,0,1,0,0,279
280,2020,Oct-Dec,1028470,6031712.0,304821,White,F,Aged 25 to 34 years,Not a youth,43,,,Robbery & Theft,,,,,,,None,None,None,None,None,280
281,2020,Oct-Dec,1018986,6060108.0,304821,White,F,Aged 25 to 34 years,Not a youth,XX,,,Warrant,,,,,,1.0,None,None,None,None,None,281
282,2021,Jan-Mar,1041936,6046456.0,304821,White,F,Aged 25 to 34 years,Not a youth,XX,,,FTA/FTC/Compliance Check/Parollee,,,,,,1.0,None,None,None,None,None,282
283,2021,July-Sept,1059529,6064281.0,304821,White,F,Aged 25 to 34 years,Not a youth,XX,,,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,283
284,2021,Oct-Dec,1001308,6003666.0,304821,White,F,Aged 25 to 34 years,Not a youth,43,,,FTA/FTC/Compliance Check/Parollee,,,,,,1.0,None,None,None,None,None,284
285,2021,Apr-June,1040755,6042616.0,318439,South Asian,F,Aged 25 to 34 years,Not a youth,XX,,1.0,Police Category - Administrative,,,,,,,None,None,None,None,None,285
286,2021,Apr-June,1048864,6001655.0,314344,Black,M,Aged 18 to 24 years,Not a youth,52,,1.0,Weapons,,,,,,,None,None,None,None,None,286
287,2020,July-Sept,1018801,6019643.0,304174,Black,M,Aged 25 to 34 years,Not a youth,22,,,Warrant,,,,,,1.0,None,None,None,None,None,287
288,2020,July-Sept,1022186,,304174,Black,M,Aged 25 to 34 years,Not a youth,XX,1.0,,Warrant,,,,,,,0,0,1,0,0,288
289,2020,Oct-Dec,1055122,6046475.0,328016,Middle-Eastern,M,Aged 45 to 54 years,Not a youth,XX,,,Harassment & Threatening,,,,,,,None,None,None,None,None,289
290,2021,Jan-Mar,1044238,6002274.0,305162,Black,M,Aged 18 to 24 years,Not a youth,XX,,,Break and Enter,,,,,,,None,None,None,None,None,290
291,2020,Oct-Dec,1022381,6043618.0,300103,White,M,Aged 25 to 34 years,Not a youth,54,,1.0,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,291
292,2020,Oct-Dec,1004918,6003786.0,300103,White,M,Aged 25 to 34 years,Not a youth,54,,1.0,"FTA/FTC, Compliance Check & Parollee",,,,,,,None,None,None,None,None,292
293,2021,Jan-Mar,1052767,6055239.0,300103,White,M,Aged 25 to 34 years,Not a youth,54,,1.0,Weapons,,,,,,,None,None,None,None,None,293
294,2021,Apr-June,1002694,6017614.0,300103,White,M,Aged 25 to 34 years,Not a youth,54,,1.0,Assault,,,,,,,None,None,None,None,None,294
295,2021,Oct-Dec,1033647,6015665.0,300103,White,M,Aged 25 to 34 years,Not a youth,54,,1.0,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,295
296,2021,Oct-Dec,1046677,6061226.0,300103,White,M,Aged 25 to 34 years,Not a youth,54,,1.0,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,296
297,2021,Oct-Dec,1035365,6056546.0,314540,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Police Category - Administrative,,,,,,,None,None,None,None,None,297
298,2020,Apr-June,1057192,6054658.0,336091,White,F,Aged 45 to 54 years,Not a youth,XX,,,Robbery & Theft,,,,,,,None,None,None,None,None,298
299,2020,Oct-Dec,1011726,6037538.0,335799,White,M,Aged 45 to 54 years,Not a youth,51,,1.0,Warrant,,,,,,,None,None,None,None,None,299
300,2021,Jan-Mar,1040998,6010886.0,335799,White,M,Aged 45 to 54 years,Not a youth,51,,1.0,Mischief,,,,,,1.0,None,None,None,None,None,300
301,2020,Oct-Dec,1013303,6054697.0,325588,White,M,Aged 35 to 44 years,Not a youth,55,,1.0,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,301
302,2021,Apr-June,1045636,6020838.0,306644,White,M,Aged 45 to 54 years,Not a youth,51,,1.0,Assault,,,,,,,None,None,None,None,None,302
